Year,Indicator Name,Indicator Code,Value
1989,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,16289871824
1988,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,15156965326
1987,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,15336749364
1986,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,14751489666
1985,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,14133820800
1984,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,12831357586
1983,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,12234909780
1982,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,11942086350
1981,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,10075002178
1980,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,9505366323
1979,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,8793564072
1978,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,8378441828
1977,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,8064978079
1976,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,7200205323
1975,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,7069419034
1974,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,6344305621
1973,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,6666835214
1972,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,6434390033
1971,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,6803794715
1970,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,6792992186
1969,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,5765989896
1968,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,7012705758
1967,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,6203873933
1966,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,5552641931
1965,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,7315366978
1964,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,6019075744
1963,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,5435358191
1962,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,4679766478
1961,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,4252684840
1960,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,2657398158
2018,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,5.673359141
2017,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,9.545115254
2016,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,7.272575135
2015,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,14.55008077
2014,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,2.756037708
2013,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,2.777368419
2012,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,2.54092674
2011,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-6.69879886
2010,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-6.533812845
2009,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-4.316425754
2008,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,4.340588806
2007,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,2.59763237
2006,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,18.4951206
2005,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,12.76619826
2004,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-5.168826574
2003,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,6.343992707
2002,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-0.24907723
2001,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,4.282593193
2000,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,5.121709756
1999,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-9.190904284
1998,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,3.047091417
1997,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-3.613666801
1996,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,5.642178074
1995,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,3.8253255
1994,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-0.765118963
1993,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,3.945843693
1992,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,10.38626099
1991,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,3.013821089
1990,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,5.14404803
1989,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,7.474494221
1988,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-1.172243436
1987,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,3.967461665
1986,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,4.370147855
1985,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,10.15062674
1984,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,4.874966932
1983,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,2.452029075
1982,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,18.53184882
1981,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,5.992781719
1980,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,8.094581961
1979,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,4.954647318
1978,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,3.886727845
1977,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,12.01039022
1976,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,1.85002882
1975,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,11.42935817
1974,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-4.837821581
1973,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,3.612544148
1972,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-5.429391939
1971,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,0.159024605
1970,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,17.8113786
1969,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-17.77795769
1968,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,13.03752838
1967,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,11.72832699
1966,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,-24.09619439
1965,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,21.53638348
1964,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,10.73926561
1963,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,16.14592771
1962,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,10.04263551
1961,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,60.03190291
2018,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,2.19E+12
2017,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,2.07E+12
2016,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.89E+12
2015,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.76E+12
2014,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.54E+12
2013,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.50E+12
2012,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.45E+12
2011,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.42E+12
2010,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.52E+12
2009,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.63E+12
2008,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.70E+12
2007,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.63E+12
2006,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.59E+12
2005,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.34E+12
2004,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.19E+12
2003,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.25E+12
2002,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.18E+12
2001,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.18E+12
2000,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.13E+12
1999,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.08E+12
1998,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.19E+12
1997,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.15E+12
1996,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.20E+12
1995,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.13E+12
1994,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.09E+12
1993,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.10E+12
1992,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.06E+12
1991,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,9.57E+11
1990,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,9.29E+11
1989,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,8.83E+11
1988,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,8.22E+11
1987,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,8.32E+11
1986,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,8.00E+11
1985,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,7.67E+11
1984,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,6.96E+11
1983,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,6.64E+11
1982,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,6.48E+11
1981,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,5.46E+11
1980,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,5.16E+11
1979,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,4.77E+11
1978,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,4.54E+11
1977,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,4.37E+11
1976,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.90E+11
1975,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.83E+11
1974,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.44E+11
1973,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.62E+11
1972,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.49E+11
1971,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.69E+11
1970,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.68E+11
1969,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.13E+11
1968,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.80E+11
1967,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.36E+11
1966,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.01E+11
1965,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.97E+11
1964,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,3.26E+11
1963,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,2.95E+11
1962,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,2.54E+11
1961,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,2.31E+11
1960,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1.44E+11
2018,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.42449807
2017,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.0943642
2016,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.68612456
2015,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.7070311
2014,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.63527172
2013,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.95733196
2012,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.0759584
2011,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.12062743
2010,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.80455796
2009,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.54948045
2008,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.20584498
2007,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.78706931
2006,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.33199938
2005,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.08125534
2004,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.57801148
2003,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.75801863
2002,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.58276165
2001,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.99635595
2000,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.22663038
1999,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.56494244
1998,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.71119965
1997,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.91919654
1996,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.99665735
1995,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.54552334
1994,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.54642356
1993,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.8182644
1992,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.23674
1991,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.02640245
1990,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.93537261
1989,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.91145767
1988,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.014212
1987,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.13432694
1986,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.77434163
1985,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.32017751
1984,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.27051855
1983,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.79979168
1982,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.26122573
1981,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.7741744
1980,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.48180122
1979,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.87513809
1978,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.85805445
1977,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.26970666
1976,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.24333756
1975,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.22753105
1974,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,13.37201817
1973,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,12.93048033
1972,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.17551527
1971,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.63174704
1970,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.79300123
1969,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.75310134
1968,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.01946734
1967,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.70022979
1966,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.96090224
1965,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.46808056
1964,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.51496325
1963,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.8815539
1962,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,18.18140779
1961,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.86351347
1960,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,11.55613594
2018,Imports of goods and services (current US$),NE.IMP.GNFS.CD,60763266727
2017,Imports of goods and services (current US$),NE.IMP.GNFS.CD,53527248788
2016,Imports of goods and services (current US$),NE.IMP.GNFS.CD,45031995469
2015,Imports of goods and services (current US$),NE.IMP.GNFS.CD,46130526984
2014,Imports of goods and services (current US$),NE.IMP.GNFS.CD,45594469822
2013,Imports of goods and services (current US$),NE.IMP.GNFS.CD,46374225335
2012,Imports of goods and services (current US$),NE.IMP.GNFS.CD,45794092923
2011,Imports of goods and services (current US$),NE.IMP.GNFS.CD,40524442876
2010,Imports of goods and services (current US$),NE.IMP.GNFS.CD,34332943126
2009,Imports of goods and services (current US$),NE.IMP.GNFS.CD,33085901223
2008,Imports of goods and services (current US$),NE.IMP.GNFS.CD,39478276163
2007,Imports of goods and services (current US$),NE.IMP.GNFS.CD,30135517579
2006,Imports of goods and services (current US$),NE.IMP.GNFS.CD,29577339842
2005,Imports of goods and services (current US$),NE.IMP.GNFS.CD,21422766419
2004,Imports of goods and services (current US$),NE.IMP.GNFS.CD,14337311100
2003,Imports of goods and services (current US$),NE.IMP.GNFS.CD,13423663992
2002,Imports of goods and services (current US$),NE.IMP.GNFS.CD,11073075674
2001,Imports of goods and services (current US$),NE.IMP.GNFS.CD,11361301958
2000,Imports of goods and services (current US$),NE.IMP.GNFS.CD,10862333897
1999,Imports of goods and services (current US$),NE.IMP.GNFS.CD,10684436234
1998,Imports of goods and services (current US$),NE.IMP.GNFS.CD,10900343052
1997,Imports of goods and services (current US$),NE.IMP.GNFS.CD,12967591819
1996,Imports of goods and services (current US$),NE.IMP.GNFS.CD,13567618581
1995,Imports of goods and services (current US$),NE.IMP.GNFS.CD,11777203672
1994,Imports of goods and services (current US$),NE.IMP.GNFS.CD,9883119862
1993,Imports of goods and services (current US$),NE.IMP.GNFS.CD,11552179555
1992,Imports of goods and services (current US$),NE.IMP.GNFS.CD,9984100402
1991,Imports of goods and services (current US$),NE.IMP.GNFS.CD,8434856857
1990,Imports of goods and services (current US$),NE.IMP.GNFS.CD,9350911630
1989,Imports of goods and services (current US$),NE.IMP.GNFS.CD,8735974929
1988,Imports of goods and services (current US$),NE.IMP.GNFS.CD,8337114361
1987,Imports of goods and services (current US$),NE.IMP.GNFS.CD,7005030504
1986,Imports of goods and services (current US$),NE.IMP.GNFS.CD,7230435939
1985,Imports of goods and services (current US$),NE.IMP.GNFS.CD,7105457645
1984,Imports of goods and services (current US$),NE.IMP.GNFS.CD,7048454304
1983,Imports of goods and services (current US$),NE.IMP.GNFS.CD,6592699063
1982,Imports of goods and services (current US$),NE.IMP.GNFS.CD,6687354009
1981,Imports of goods and services (current US$),NE.IMP.GNFS.CD,6466600545
1980,Imports of goods and services (current US$),NE.IMP.GNFS.CD,5709197192
1979,Imports of goods and services (current US$),NE.IMP.GNFS.CD,4485000848
1978,Imports of goods and services (current US$),NE.IMP.GNFS.CD,3292999889
1977,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2877099909
1976,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2584199909
1975,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2539300101
1974,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1822800061
1973,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1031185822
1972,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1580918977
1971,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1355998677
1970,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1470969110
1969,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1196975031
1968,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1194974990
1967,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1340971756
2018,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,6.69E+12
2017,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,5.61E+12
2016,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,4.70E+12
2015,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,4.68E+12
2014,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,4.70E+12
2013,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,4.49E+12
2012,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,4.09E+12
2011,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,3.47E+12
2010,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,2.88E+12
2009,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,2.60E+12
2008,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,2.47E+12
2007,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1.83E+12
2006,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1.77E+12
2005,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1.27E+12
2004,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,8.25E+11
2003,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,7.86E+11
2002,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,6.82E+11
2001,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,6.61E+11
2000,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,5.62E+11
1999,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,4.99E+11
1998,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,4.69E+11
1997,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,5.04E+11
1996,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,4.54E+11
1995,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,3.62E+11
1994,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,2.97E+11
1993,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,2.99E+11
1992,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,2.47E+11
1991,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1.89E+11
1990,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,2.00E+11
1989,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1.67E+11
1988,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1.46E+11
1987,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1.20E+11
1986,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1.17E+11
1985,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1.08E+11
1984,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,94984970200
1983,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,83727278100
1982,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,70551584800
1981,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,64019345400
1980,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,56521052200
1979,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,44401508400
1978,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,32600698900
1977,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,28483289100
1976,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,25583579100
1975,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,25139071000
1974,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,18045720600
1973,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,10902727700
1972,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,9180396500
1971,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,6457265700
1970,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,7004754900
1969,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,5699995100
1968,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,5690470900
1967,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,6385707500
2018,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,55071433636
2017,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,46859268730
2016,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,38719767451
2015,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,33372821377
2014,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,33918014018
2013,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,33831958000
2012,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,33230453769
2011,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,34291986869
2010,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,34332943126
2009,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,32902673135
2008,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,39125935141
2007,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,36959410044
2006,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,38527586414
2005,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,32462283602
2004,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,23106096549
2003,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,25273362589
2002,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,22723644615
2001,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,22052538839
2000,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,21586237093
1999,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,22083117573
1998,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,23344027928
1997,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,24734379568
1996,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,25707473430
1995,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,22631121917
1994,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,21767019790
1993,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,24399572624
1992,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,21245773892
1991,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,16237592849
1990,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,17534615775
1989,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,18170510512
1988,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,16774502966
1987,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,17365799243
1986,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,17026640649
1985,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,17456298919
1984,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,16027223462
1983,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,14946225399
1982,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,13452103912
1981,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,13516062827
1980,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,17085596162
1979,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,16427731002
1978,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,12612801880
1977,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,11807002602
1976,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,10668789304
1975,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,9974593108
1974,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,10651820504
